metro,price,minutes,way,provider,fee_percent,rooms,total_area,sector
Narodnoe Opolchenie,50000,15,1,0,0,2,42,Horoshevo-Mnevniki
Bagrationovskaia,95000,13,1,0,20,2,75,Filevskii Park
Rimskaia,85000,8,1,0,50,3,65,Taganski
Fonvizinskaia,50000,13,1,0,50,2,43,Butirski
Chertanovskaia,54500,14,1,1,0,1,67,Certanovo Severnoe
Begovaia,100000,6,1,0,30,3,67,Presnenski
Pervomaiskaia,60000,13,1,0,50,1,31,Izmailovo
Ulitca Skobelevskaia,50000,11,1,0,50,2,40,Uznoe Butovo
Mezhdunarodnaia,300000,6,1,0,0,3,67,Presnenski
Bulvar Rokossovskogo,65000,7,1,0,50,1,37,Bogorodskoe
Timiriazevskaia,40000,15,1,0,0,1,31,Timiryazevski
Dinamo,50000,13,1,0,60,1,38,Aeroport
Prospekt Vernadskogo,45000,7,1,1,50,1,5,Prospect Vernadskogo
Ozernaia,65000,10,1,1,0,2,67,Ochakovo-Matveevskoe
Kommunarka,38500,19,1,1,0,1,67,Sosenskoe
Taganskaia,100000,8,1,0,50,2,70,Taganski
Sviblovo,34000,14,0,0,60,2,40,Sviblovo
Iasenevo,50000,13,1,0,50,1,41,Yasenevo
Shabolovskaia,60000,13,1,0,50,1,35,Donskoi
Akademicheskaia,56957,5,1,1,0,3,67,Academicheskiy
Prospekt Vernadskogo,60000,7,1,0,50,1,67,Prospect Vernadskogo
Mezhdunarodnaia,300000,2,1,0,0,2,67,Presnenski
Mezhdunarodnaia,190000,6,1,0,0,2,67,Presnenski
Buninskaia Alleia,25000,15,0,0,60,1,67,Uznoe Butovo
Belomorskaia,42000,7,0,0,50,2,67,Levoberegni
Kolomenskaia,50000,5,1,0,0,1,32,Nagatino-Sadovniki
Avtozavodskaia,89000,8,1,0,50,2,80,Danilovski
Krylatskoe,65000,4,1,0,50,2,53,Krylatskoe
Olkhovaia,45000,19,1,0,60,1,47,Sosenskoe
Volokolamskaia,55000,4,1,0,60,2,54,Mitino
Okskaia,40000,15,1,0,50,1,41,Ryazanski
Begovaia,100000,5,1,0,50,2,67,Presnenski
VDNKh,65000,23,1,0,0,2,67,Ostankinski
Chertanovskaia,50000,5,1,0,99,2,54,Certanovo Severnoe
Sokolniki,60000,9,1,0,0,2,55,Sokolniki
Sviblovo,37000,6,0,0,0,1,67,Sviblovo
Tverskaia,210000,4,1,0,0,2,54,Tverskoi
Okhotnyi riad,200000,8,1,0,0,2,67,Tverskoi
Iugo-Vostochnaia,60000,15,1,0,50,3,58,Vihino-Julebino
Polezhaevskaia,48000,11,1,0,80,1,38,Horoshevski
Seligerskaia,48000,17,1,0,50,1,40,Beskudnikovski
Beliaevo,65000,11,1,0,50,2,54,Konkovo
Kolomenskaia,52000,19,1,0,50,1,67,Nagatino-Sadovniki
Govorovo,70000,8,1,0,50,1,47,Solncevo
Kaluzhskaia,35000,6,0,0,50,1,67,Obruchevski
Nakhimovskii prospekt,65000,17,1,1,0,3,67,Zuzino
Mezhdunarodnaia,200000,6,1,0,0,2,67,Presnenski
Bratislavskaia,50000,5,1,0,0,2,67,Maruino
Prospekt Vernadskogo,42800,7,1,1,0,1,67,Prospect Vernadskogo
Nizhegorodskaia,48000,12,1,0,50,2,45,Nizhegorodski
Park kultury,170000,11,1,0,0,4,92,Hamovniki
Bibirevo,65000,10,1,0,50,2,58,Bibirevo
Bulvar Rokossovskogo,55000,15,1,0,50,2,44,Bogorodskoe
Proletarskaia,50000,11,1,0,0,2,42,Taganski
Govorovo,54000,10,1,0,50,2,67,Solncevo
Seligerskaia,42000,9,1,0,50,1,38,Beskudnikovski
Mitino,37000,42,0,0,80,3,65,Mitino
Vladykino,60000,8,1,0,50,1,67,Otradnoe
Dmitrovskaia,95000,12,1,0,50,1,67,Butirski
Tretiakovskaia,98000,2,1,0,0,1,67,Zamoskvoreche
Tcvetnoi bulvar,113618,6,1,1,0,4,67,Tverskoi
Novye Cheremushki,50000,7,1,0,50,2,45,Cheremyshki
Oktiabrskoe pole,65000,5,1,0,50,2,45,Shukino
Liublino,35000,13,1,0,0,1,67,Lublino
Nekrasovka,59000,12,1,0,50,2,67,Nekrasovka
Kommunarka,45000,15,0,0,50,2,67,Sosenskoe
Kropotkinskaia,210000,8,1,1,0,3,85,Hamovniki
Okhotnyi riad,150000,9,1,1,0,2,63,Tverskoi
Novoslobodskaia,300000,10,1,1,0,5,200,Tverskoi
Riazanskii prospekt,38000,6,1,0,70,1,35,Ryazanski
Ramenki,72000,8,1,0,50,2,60,Ramenki
Tulskaia,48000,11,1,0,50,1,40,Danilovski
Bulvar Rokossovskogo,65000,7,1,0,50,1,38,Bogorodskoe
Alekseevskaia,70000,7,1,0,50,2,63,Alekseevski
Komsomolskaia,60000,4,1,0,50,2,51,Krasnoselski
Alekseevskaia,65000,7,1,1,0,2,63,Alekseevski
Nekrasovka,67000,11,1,0,50,2,62,Nekrasovka
Prazhskaia,36000,10,1,0,50,1,67,Certanovo Centralnoe
Belorusskaia,70000,8,1,1,0,2,67,Tverskoi
Tekstilshchiki,70000,15,1,0,50,3,73,Tekstilshchiki
Rasskazovka,38000,13,0,0,50,1,39,Vnukovskoe
Liublino,62000,9,1,1,0,2,67,Lublino
Leninskii prospekt,70000,6,1,0,50,2,63,Donskoi
Seligerskaia,50000,10,1,0,40,1,67,Beskudnikovski
Fili,85000,21,1,0,50,1,67,Filevskii Park
Sviblovo,60000,7,1,0,50,2,45,Sviblovo
Rasskazovka,42000,14,0,0,50,1,41,Vnukovskoe
Vladykino,33000,17,1,0,61,1,67,Otradnoe
Pushkinskaia,60000,8,1,0,0,2,42,Tverskoi
Sviblovo,45000,7,1,0,50,1,37,Sviblovo
Slavianskii bulvar,50000,17,1,0,50,1,32,Fili-Davidkovo
Seligerskaia,40000,10,1,0,50,1,40,Beskudnikovski
Buninskaia Alleia,45000,6,1,0,50,2,4,Uznoe Butovo
Lefortovo,60000,10,1,0,50,1,36,Lefortovo
Perovo,45000,11,0,0,50,1,36,Novogireevo
Kuzminki,45000,12,1,0,0,2,43,Kuzminki
Kashirskaia,65000,18,1,0,50,1,36,Moskvoreche-Saburovo
Novogireevo,41000,6,1,0,75,2,38,Novogireevo
Ulitca Skobelevskaia,53000,16,1,0,50,1,45,Uznoe Butovo
Bratislavskaia,40000,13,0,0,0,1,41,Maruino
Ulitca Akademika Iangelia,62000,6,1,0,50,2,60,Certanovo Uznoe
Altufevo,65000,17,1,0,0,2,67,Bibirevo
Shelepikha,70000,18,1,0,50,1,67,Presnenski
Bulvar Rokossovskogo,45000,12,0,0,50,1,38,Bogorodskoe
Petrovskii park,44000,14,1,0,50,1,36,Aeroport
Prazhskaia,58000,16,1,0,30,2,55,Certanovo Centralnoe
Kommunarka,42000,19,1,0,60,1,67,Sosenskoe
Slavianskii bulvar,43000,16,1,0,0,1,43,Fili-Davidkovo
Minskaia,100000,15,0,0,20,2,72,Dorogomilovo
Sokol,50000,11,1,0,50,1,35,Sokol
Bulvar Rokossovskogo,69000,7,1,0,50,2,54,Bogorodskoe
Shelepikha,70000,7,1,0,50,2,44,Presnenski
Filatov Lug,32000,40,0,0,0,1,67,Sosenskoe
Kolomenskaia,60000,14,0,0,50,3,67,Nagatino-Sadovniki
Barrikadnaia,88000,8,1,0,50,2,70,Presnenski
Krestianskaia zastava,45000,12,1,0,50,1,33,Taganski
Aviamotornaia,65000,10,1,1,0,1,67,Lefortovo
Avtozavodskaia,31000,7,1,0,0,1,67,Danilovski
Akademicheskaia,50000,13,1,0,50,1,39,Academicheskiy
Bulvar Admirala Ushakova,42000,14,0,0,50,1,67,Uznoe Butovo
Iasenevo,52000,6,1,0,50,1,38,Yasenevo
Dmitrovskaia,48000,9,1,0,50,1,38,Butirski
Kolomenskaia,65000,16,0,0,0,1,67,Nagatino-Sadovniki
Nekrasovka,50000,7,1,0,60,2,57,Nekrasovka
Tcaritcyno,50000,16,0,0,50,2,66,Tcaritcyno
Smolenskaia,350000,13,1,0,0,2,78,Arbat
Nekrasovka,42000,22,1,0,0,2,57,Nekrasovka
Polezhaevskaia,110000,10,1,0,0,3,80,Horoshevski
Kaluzhskaia,62000,18,1,0,40,1,42,Obruchevski
Stakhanovskaia,49000,5,1,1,0,1,67,Ryazanski
Govorovo,45000,11,1,0,50,1,35,Solncevo
Kuzminki,58000,18,1,0,50,2,57,Kuzminki
Dinamo,500000,11,1,0,0,3,67,Aeroport
Shipilovskaia,40000,7,1,0,0,1,31,Zyablikovo
Olkhovaia,38000,9,0,0,70,1,40,Sosenskoe
Kolomenskaia,71000,9,1,1,0,2,67,Nagatino-Sadovniki
Okruzhnaia,38000,14,1,0,0,1,38,Timiryazevski
Krasnye vorota,70000,8,1,0,50,2,67,Krasnoselski
Bulvar Rokossovskogo,55000,19,1,0,50,1,40,Bogorodskoe
Oktiabrskaia,100000,4,1,1,0,2,67,Yakimanka
Domodedovskaia,44900,17,1,0,0,1,67,Orehovo-Borisovo Uzhnoe
Belomorskaia,63000,10,1,0,0,3,67,Levoberegni
Krylatskoe,44000,9,1,0,50,1,37,Krylatskoe
Krestianskaia zastava,180500,9,1,1,0,4,67,Taganski
Medvedkovo,70000,15,1,0,50,3,67,Severnoe Medvedkovo
Domodedovskaia,63000,14,1,0,50,2,46,Orehovo-Borisovo Uzhnoe
Okskaia,55000,14,1,0,50,1,37,Ryazanski
Preobrazhenskaia ploshchad,82900,9,1,0,35,3,67,Preobrazhenskoe
Marksistskaia,70000,11,1,0,50,2,50,Taganski
Smolenskaia,85000,11,1,0,0,2,67,Arbat
Govorovo,43000,9,1,0,50,1,41,Solncevo
Mezhdunarodnaia,170000,5,1,0,0,1,67,Presnenski
Barrikadnaia,90000,9,1,0,0,3,70,Presnenski
Perovo,38000,11,1,0,50,1,35,Novogireevo
Sviblovo,70000,6,1,0,50,2,52,Sviblovo
Nekrasovka,39000,4,1,0,50,1,40,Nekrasovka
Bulvar Rokossovskogo,37000,11,0,0,60,1,32,Bogorodskoe
Rechnoi vokzal,100000,9,1,0,0,3,67,Levoberegni
Marino,55000,11,0,0,50,2,58,Maruino
Beliaevo,70000,9,1,0,50,3,67,Konkovo
Smolenskaia,88000,2,1,0,0,1,67,Arbat
Dmitrovskaia,65000,11,1,0,50,1,67,Butirski
Mezhdunarodnaia,230000,3,1,0,0,2,67,Presnenski
Seligerskaia,40000,8,1,0,50,1,37,Beskudnikovski
Tekstilshchiki,50000,15,1,0,0,1,67,Tekstilshchiki
Akademicheskaia,63000,9,0,0,50,2,53,Academicheskiy
Stakhanovskaia,37000,12,1,0,50,1,67,Ryazanski
Lefortovo,65000,2,1,0,50,2,58,Lefortovo
Barrikadnaia,70000,14,1,0,50,2,50,Presnenski
Novogireevo,32000,13,0,0,55,1,67,Novogireevo
Miakinino,50000,39,0,0,50,1,36,Strogino
Filatov Lug,60000,28,0,0,0,3,81,Sosenskoe
Spartak,85000,10,1,0,50,1,67,Pokrovskoe-Streshnevo
Bulvar Rokossovskogo,85000,7,1,0,50,2,55,Bogorodskoe
Filatov Lug,28000,24,0,0,0,1,67,Sosenskoe
Ulitca 1905 goda,110000,9,1,0,30,3,76,Presnenski
Tekhnopark,50000,8,1,0,0,1,67,Nagatino-Sadovniki
Michurinskii prospekt,55000,8,1,0,50,1,33,Ramenki
Filatov Lug,38000,22,0,0,50,2,45,Sosenskoe
Tekstilshchiki,40000,15,1,0,0,1,67,Tekstilshchiki
Narodnoe Opolchenie,60000,11,1,0,50,2,45,Horoshevo-Mnevniki
Oktiabrskaia,65000,4,1,1,0,1,67,Yakimanka
Oktiabrskoe pole,70000,21,1,0,50,2,60,Shukino
Prospekt Mira,56000,9,1,0,50,2,50,Meshanski
Mezhdunarodnaia,350000,7,1,0,0,2,67,Presnenski
Bratislavskaia,48000,8,1,0,0,1,48,Maruino
Sokol,350000,13,1,0,0,4,140,Sokol
Perovo,52000,6,1,0,50,1,42,Novogireevo
Ziablikovo,56500,12,1,1,0,2,67,Zyablikovo
Nekrasovka,40000,3,1,0,0,1,67,Nekrasovka
Mezhdunarodnaia,700000,6,1,1,0,3,184,Presnenski
Sviblovo,70000,11,1,0,50,2,52,Sviblovo
Belorusskaia,155000,5,1,0,0,3,67,Tverskoi
Mitino,48000,9,1,0,0,2,55,Mitino
Mezhdunarodnaia,380000,5,1,0,0,3,67,Presnenski
Dmitrovskaia,85000,13,1,0,0,1,67,Butirski
Riazanskii prospekt,45000,7,1,0,50,1,33,Ryazanski
Iugo-Zapadnaia,65000,16,1,0,50,2,54,Troparevo-Nikulino
Shchukinskaia,60000,9,1,0,50,2,50,Shukino
Baumanskaia,110000,11,1,0,30,3,78,Basmanski
Tekstilshchiki,40000,15,1,0,0,1,67,Tekstilshchiki
Sevastopolskaia,50000,12,1,0,50,1,38,Zuzino
Solntcevo,40000,9,1,0,50,2,45,Solncevo
Mezhdunarodnaia,400000,2,1,0,0,3,67,Presnenski
Pionerskaia,58000,9,1,1,50,2,55,Fili-Davidkovo
Mezhdunarodnaia,175000,6,1,0,0,2,67,Presnenski
Belomorskaia,40000,21,1,0,50,1,40,Levoberegni
Okskaia,60000,13,1,0,50,2,54,Ryazanski
Altufevo,90000,9,1,0,50,3,84,Bibirevo
Ulitca Skobelevskaia,52000,17,1,0,50,2,60,Uznoe Butovo
Kozhukhovskaia,55000,12,1,0,50,1,39,Uznoportovi
Okskaia,55000,9,1,0,50,1,46,Ryazanski
Sokolniki,53000,8,1,0,50,1,33,Sokolniki
Pechatniki,44999,7,1,0,99,2,67,Pechatniki
Otradnoe,65000,13,0,0,50,1,41,Otradnoe
Pechatniki,45000,8,1,0,50,1,35,Pechatniki
Belorusskaia,55000,10,1,0,60,2,50,Tverskoi
Seligerskaia,60000,11,1,0,0,2,46,Beskudnikovski
Kolomenskaia,68000,18,0,0,50,1,40,Nagatino-Sadovniki
Botanicheskii sad,95000,2,1,0,0,2,53,Sviblovo
Otradnoe,60000,15,1,1,0,3,67,Otradnoe
Slavianskii bulvar,72000,6,1,0,50,2,52,Fili-Davidkovo
Belomorskaia,55000,8,1,0,50,1,36,Levoberegni
Bulvar Rokossovskogo,85000,7,1,0,50,2,67,Bogorodskoe
Nizhegorodskaia,45000,13,1,0,50,1,35,Nizhegorodski
Nekrasovka,55000,8,1,0,60,3,67,Nekrasovka
Borovitckaia,160000,11,1,0,0,2,67,Arbat
Buninskaia Alleia,43000,4,0,0,10,2,47,Uznoe Butovo
Alekseevskaia,90000,6,1,0,50,2,66,Alekseevski
Buninskaia Alleia,42000,19,0,0,0,2,6,Uznoe Butovo
Nekrasovka,34900,7,1,0,40,1,67,Nekrasovka
Seligerskaia,65000,18,1,0,50,2,52,Beskudnikovski
Prazhskaia,42000,19,1,0,50,1,33,Certanovo Centralnoe
Novogireevo,50000,18,1,1,0,2,67,Novogireevo
Prospekt Mira,55000,11,1,0,50,1,34,Meshanski
Oktiabrskoe pole,55000,13,1,0,50,1,67,Shukino
Solntcevo,42000,3,1,0,50,1,67,Solncevo
Kommunarka,70000,16,1,0,50,2,50,Sosenskoe
Vodnyi stadion,100000,8,1,0,50,2,70,Golovinski
Lefortovo,100000,10,1,0,50,3,65,Lefortovo
Nizhegorodskaia,65000,14,1,0,50,2,59,Nizhegorodski
Baumanskaia,85000,4,1,0,0,1,43,Basmanski
Alekseevskaia,47000,2,1,0,50,1,67,Alekseevski
Krasnye vorota,60000,10,1,0,0,1,32,Krasnoselski
Kolomenskaia,65000,14,1,0,50,3,67,Nagatino-Sadovniki
Belomorskaia,60000,5,1,0,50,2,54,Levoberegni
Dobryninskaia,172398,6,1,1,0,5,67,Zamoskvoreche
Iugo-Zapadnaia,40000,16,1,0,60,1,32,Troparevo-Nikulino
Iugo-Vostochnaia,45000,21,1,0,50,3,68,Vihino-Julebino
Akademicheskaia,45000,9,1,0,50,1,37,Academicheskiy
Nekrasovka,52000,9,0,0,50,2,60,Nekrasovka
Novokosino,36000,18,1,1,40,1,40,Novokosino
Kitai-gorod,65000,11,1,1,50,1,33,Tverskoi
Komsomolskaia,55000,4,1,0,50,1,36,Krasnoselski
Ramenki,50000,15,1,1,50,1,40,Ramenki
Tcaritcyno,32000,18,0,1,50,1,41,Tcaritcyno
Krasnopresnenskaia,230000,12,1,0,0,4,125,Presnenski
Shchukinskaia,45000,10,1,0,50,1,35,Shukino
Narodnoe Opolchenie,55000,19,1,1,0,1,67,Horoshevo-Mnevniki
Bagrationovskaia,110000,13,1,0,50,1,67,Filevskii Park
Belorusskaia,92000,14,1,1,0,2,67,Tverskoi
Piatnitckoe shosse,55500,11,1,1,0,2,67,Mitino
Vodnyi stadion,43000,12,0,0,50,3,67,Golovinski
Prospekt Vernadskogo,55000,13,1,0,50,1,67,Prospect Vernadskogo
Kolomenskaia,63000,19,1,0,50,2,60,Nagatino-Sadovniki
Maiakovskaia,155000,2,1,0,0,3,67,Tverskoi
Okskaia,65000,14,1,0,50,2,57,Ryazanski
Kolomenskaia,65000,17,0,0,0,1,67,Nagatino-Sadovniki
Nekrasovka,38500,13,1,1,0,1,67,Nekrasovka
Bulvar Rokossovskogo,33000,14,0,1,60,1,9,Bogorodskoe
Mezhdunarodnaia,200000,5,1,0,0,2,67,Presnenski
Bratislavskaia,50000,21,1,0,50,1,37,Maruino
Iugo-Zapadnaia,70000,16,1,0,50,2,74,Troparevo-Nikulino
Prospekt Mira,200000,6,1,0,0,3,67,Meshanski
Narodnoe Opolchenie,55000,17,0,0,35,2,67,Horoshevo-Mnevniki
Iugo-Vostochnaia,30000,17,1,0,50,1,67,Vihino-Julebino
Aviamotornaia,38000,14,1,0,0,1,32,Lefortovo
Medvedkovo,47000,16,1,0,50,1,33,Severnoe Medvedkovo
Baumanskaia,65000,5,1,0,0,1,37,Basmanski
Belomorskaia,25000,7,1,0,100,1,67,Levoberegni
Belomorskaia,35000,10,1,0,0,1,67,Levoberegni
Aviamotornaia,60000,5,1,0,50,1,35,Lefortovo
Altufevo,59000,19,1,0,50,2,52,Bibirevo
Slavianskii bulvar,70000,10,1,0,0,2,55,Fili-Davidkovo
Zhulebino,43000,6,1,1,60,2,45,Vihino-Julebino
Teplyi Stan,45000,9,0,0,50,2,8,Yasenevo
Otradnoe,42000,13,1,0,50,1,33,Otradnoe
Bulvar Rokossovskogo,42000,12,0,1,25,1,38,Bogorodskoe
TcSKA,90000,11,1,0,50,1,67,Horoshevski
Ulitca 1905 goda,65000,2,1,1,0,1,67,Presnenski
Park Pobedy,65000,11,1,0,0,2,50,Dorogomilovo
Novoperedelkino,45000,10,1,0,50,1,40,Novo-Peredelkino
Kommunarka,60000,12,0,0,0,2,71,Sosenskoe
Riazanskii prospekt,45000,15,1,0,50,1,33,Ryazanski
Ulitca Akademika Iangelia,40000,6,1,0,50,1,41,Certanovo Uznoe
Lermontovskii prospekt,43000,13,1,0,50,1,39,Vihino-Julebino
Voikovskaia,50000,13,0,0,50,1,67,Voikovski
Pervomaiskaia,52000,3,1,0,50,2,44,Izmailovo
Fili,70000,21,1,0,59,1,30,Filevskii Park
Riazanskii prospekt,32000,5,1,0,70,1,35,Ryazanski
Kuzminki,58000,13,0,0,50,2,60,Kuzminki
Elektrozavodskaia,43000,9,1,0,50,1,33,Sokolinaya Gora
Ulitca Akademika Iangelia,65500,11,1,1,0,3,67,Certanovo Uznoe
VDNKh,50000,12,1,0,50,2,46,Ostankinski
Rechnoi vokzal,55000,14,1,1,50,1,55,Levoberegni
Mendeleevskaia,71000,12,1,1,0,1,67,Tverskoi
Aeroport,55000,5,1,1,50,1,41,Aeroport
Davydkovo,55000,5,1,1,50,2,53,Mojaiski
Shosse Entuziastov,49000,7,0,1,50,1,30,Perovo
Govorovo,50000,9,1,1,50,2,40,Solncevo
Aviamotornaia,90000,5,1,1,50,3,60,Lefortovo
Fili,85000,16,1,1,25,2,50,Filevskii Park
Bulvar Rokossovskogo,60000,7,1,1,50,1,25,Bogorodskoe
Okhotnyi riad,65000,2,1,1,50,1,35,Tverskoi
Iugo-Zapadnaia,70000,16,1,1,50,2,75,Troparevo-Nikulino
Sokolniki,49000,16,1,1,50,2,45,Sokolniki
Salarevo,60000,19,1,1,50,1,4,Solncevo
Novogireevo,88000,14,1,1,30,4,100,Novogireevo
Bulvar Rokossovskogo,65000,7,1,1,50,1,36,Bogorodskoe
Bagrationovskaia,72000,13,1,1,50,1,32,Filevskii Park
Krasnoselskaia,85000,8,1,1,0,3,4,Krasnoselski
Kuntcevskaia,60000,11,1,1,50,2,56,Kuncevo
Preobrazhenskaia ploshchad,50000,15,1,1,50,2,45,Preobrazhenskoe
Park kultury,100000,6,1,1,0,2,51,Hamovniki
Narodnoe Opolchenie,65000,12,1,1,50,1,31,Horoshevo-Mnevniki
Pionerskaia,55000,11,1,1,40,1,44,Fili-Davidkovo
Pionerskaia,55000,8,1,1,50,1,36,Fili-Davidkovo
Prospekt Vernadskogo,48000,7,1,1,50,1,67,Prospect Vernadskogo
Universitet,85000,4,1,1,50,2,65,Ramenki
Prospekt Vernadskogo,55000,5,1,1,50,1,67,Prospect Vernadskogo
Prospekt Vernadskogo,90000,16,1,1,50,3,74,Prospect Vernadskogo
Fili,85000,16,1,1,50,2,40,Filevskii Park
Sokolniki,90000,16,1,1,50,3,7,Sokolniki
Aviamotornaia,57000,11,1,1,50,1,45,Lefortovo
Iugo-Zapadnaia,70000,16,1,1,50,2,74,Troparevo-Nikulino
Prospekt Vernadskogo,58000,5,1,1,50,1,67,Prospect Vernadskogo
Fili,105000,16,1,1,50,2,60,Filevskii Park
Iugo-Zapadnaia,65000,4,0,1,50,2,57,Troparevo-Nikulino
Fili,85000,18,1,1,40,2,50,Filevskii Park
Rimskaia,65000,10,1,1,50,1,40,Taganski
Marksistskaia,88000,12,1,1,50,2,60,Taganski
Perovo,70000,18,1,1,50,2,70,Novogireevo
Olkhovaia,52500,15,0,1,0,2,67,Sosenskoe
Kommunarka,35000,13,0,0,0,1,67,Sosenskoe
Pechatniki,50000,12,1,0,50,1,38,Pechatniki
Salarevo,82000,17,1,0,50,3,65,Solncevo
Vladykino,38000,7,1,0,60,1,67,Otradnoe
Kommunarka,65000,16,1,0,50,2,65,Sosenskoe
Babushkinskaia,38000,14,0,0,50,1,30,Babuskinski
Alekseevskaia,89000,16,1,0,0,1,67,Alekseevski
Otradnoe,60000,9,0,0,0,2,67,Otradnoe
Lomonosovskii prospekt,65000,13,1,0,50,2,48,Ramenki
Profsoiuznaia,41000,16,1,1,80,1,67,Academicheskiy
Babushkinskaia,30000,14,0,0,50,1,67,Babuskinski
Sukharevskaia,71000,8,1,1,0,2,67,Krasnoselski
Aviamotornaia,53000,7,1,0,50,1,33,Lefortovo
Fili,95000,11,1,1,50,1,67,Filevskii Park
Filatov Lug,32000,25,0,1,50,1,45,Sosenskoe
Marino,65000,11,1,1,50,2,55,Maruino
Otradnoe,45000,12,1,1,70,2,47,Otradnoe
Aeroport,100000,15,1,1,0,3,110,Aeroport
Okskaia,32000,17,1,1,50,1,30,Ryazanski
Timiriazevskaia,85000,10,1,1,50,3,116,Timiryazevski
Universitet,90000,12,1,1,50,2,55,Ramenki
Novogireevo,36000,12,1,1,80,2,45,Novogireevo
Govorovo,55000,5,1,1,60,1,47,Solncevo
Prazhskaia,30000,14,1,1,100,3,80,Certanovo Centralnoe
Frunzenskaia,450000,4,1,1,0,5,205,Hamovniki
Novogireevo,33000,17,1,1,70,1,34,Novogireevo
Rasskazovka,60000,14,1,1,60,3,82,Vnukovskoe
Bratislavskaia,35000,13,1,1,100,1,40,Maruino
Okskaia,28000,11,1,1,50,1,32,Ryazanski
Polezhaevskaia,53000,9,1,1,50,2,43,Horoshevski
Kommunarka,50000,14,0,1,80,2,52,Sosenskoe
Polezhaevskaia,60000,13,1,1,60,1,50,Horoshevski
Rasskazovka,55000,14,1,1,60,3,81,Vnukovskoe
Okskaia,42000,19,1,1,80,2,44,Ryazanski
Altufevo,45000,20,1,1,100,2,53,Bibirevo
VDNKh,60000,19,1,1,60,2,43,Ostankinski
Skhodnenskaia,110000,8,0,1,50,3,100,Uznoe Tushino
Vladykino,45000,7,1,1,70,1,19,Otradnoe
Okskaia,40000,18,1,1,50,2,45,Ryazanski
Miakinino,45000,19,1,1,50,2,55,Strogino
Arbatskaia,105000,9,1,1,20,3,57,Arbat
Vykhino,30000,17,1,1,70,1,37,Vihino-Julebino
Okskaia,45000,6,1,1,60,2,38,Ryazanski
Novokuznetckaia,150000,6,1,1,0,2,57,Zamoskvoreche
Iugo-Zapadnaia,55000,16,1,1,90,2,54,Troparevo-Nikulino
Kievskaia,50000,7,1,1,40,1,37,Dorogomilovo
Ozernaia,85000,8,1,1,40,3,90,Ochakovo-Matveevskoe
Bibirevo,33000,12,1,1,100,1,39,Bibirevo
Mendeleevskaia,450000,3,1,1,0,4,3,Tverskoi
Oktiabrskoe pole,48000,21,1,1,40,2,55,Shukino
Proletarskaia,38000,13,1,1,50,1,30,Taganski
Kommunarka,40000,11,1,1,50,1,3,Sosenskoe
Medvedkovo,31000,21,1,1,50,1,28,Severnoe Medvedkovo
Rasskazovka,60000,12,0,1,50,2,55,Vnukovskoe
Park Pobedy,100000,6,1,1,50,3,75,Dorogomilovo
Belorusskaia,50000,7,1,1,50,1,45,Tverskoi
Kakhovskaia,70000,11,1,1,50,3,80,Zuzino
Iugo-Zapadnaia,100000,7,1,1,0,2,100,Troparevo-Nikulino
Beliaevo,50000,4,1,1,50,2,54,Konkovo
Altufevo,70000,9,1,1,50,3,80,Bibirevo
Bratislavskaia,47000,20,1,1,100,1,37,Maruino
Nekrasovka,33000,12,1,1,70,1,38,Nekrasovka
Aviamotornaia,100000,15,1,1,0,1,55,Lefortovo
Filatov Lug,60000,6,1,1,50,3,67,Sosenskoe
Shelepikha,95000,21,1,1,50,2,51,Presnenski
Salarevo,35000,26,0,1,100,1,38,Solncevo
Marina Roshcha,65000,8,1,1,50,2,38,Maruina Rocha
Dubrovka,69000,3,1,1,50,2,55,Uznoportovi
Chertanovskaia,50000,11,1,1,0,2,52,Certanovo Severnoe
Tcvetnoi bulvar,180000,4,1,1,20,3,67,Tverskoi
Ulitca Skobelevskaia,35000,11,1,1,50,1,23,Uznoe Butovo
Perovo,64000,18,1,1,50,3,83,Novogireevo
Polianka,500000,4,1,1,0,4,67,Yakimanka
Marina Roshcha,55000,3,1,1,60,1,42,Maruina Rocha
Otradnoe,53000,13,0,1,100,1,38,Otradnoe
Nekrasovka,30000,6,1,1,50,1,37,Nekrasovka
Prospekt Vernadskogo,30000,15,1,1,50,1,67,Prospect Vernadskogo
Preobrazhenskaia ploshchad,47000,13,1,1,50,2,44,Preobrazhenskoe
Lukhmanovskaia,34000,8,1,1,60,1,40,Kosino-Uhtomski
Solntcevo,45000,9,1,1,50,1,67,Solncevo
Belomorskaia,58000,6,1,1,50,1,38,Levoberegni
Iugo-Vostochnaia,42000,13,1,0,0,1,33,Vihino-Julebino
Shchukinskaia,60000,11,1,0,50,2,67,Shukino
Ulitca Skobelevskaia,65000,15,1,0,50,2,55,Uznoe Butovo
Babushkinskaia,45000,14,1,0,0,1,67,Babuskinski
Tcaritcyno,70000,15,0,0,50,2,66,Tcaritcyno
Voikovskaia,60000,16,1,0,70,3,67,Voikovski
Dmitrovskaia,50000,15,1,0,0,2,41,Butirski
Kievskaia,90000,9,1,0,50,2,67,Dorogomilovo
Avtozavodskaia,48000,10,1,0,0,1,38,Danilovski
Ulitca 1905 goda,58000,2,1,0,40,2,38,Presnenski
Dmitrovskaia,65000,13,1,0,0,1,67,Butirski
Prokshino,54500,12,0,1,0,1,67,Sosenskoe
Novokosino,50000,16,1,0,50,2,54,Novokosino
Narodnoe Opolchenie,55000,15,1,0,50,2,42,Horoshevo-Mnevniki
